transition,term,abs_a,abs_b,pmio_a,pmio_b,pmio_diff,g2,direction,rank_aufsteiger,rank_absteiger
1930→1931,typisch,29,9,108.92,68.12,-40.8,1.6343,Absteiger,7943,2813
1930→1931,ähnlich,86,33,323.02,249.76,-73.26,1.6362,Absteiger,7945,2812
1930→1931,verständnis,39,13,146.48,98.39,-48.09,1.6432,Absteiger,7946,2811
1930→1931,selber,102,40,383.11,302.74,-80.37,1.6462,Absteiger,7947,2810
1930→1931,verhelfen,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,vermehren,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,geheimrat,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,dettmar,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,außenpolitik,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,geistlichkeit,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,mäßig,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,herzens,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,verjudet,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,ernte,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,verdrehung,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,futterartikel,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,bodenlos,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,ablaufen,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,bekenntnis,13,3,48.83,22.71,-26.12,1.6566,Absteiger,7948,2795
1930→1931,lämmle,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,gepflogenheit,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,allmächtig,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,verheimlichen,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,kochherd,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,abstimmen,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,bezieher,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,regiment,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,neuregelung,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,verantwortungsvoll,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,leidend,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,unparteiisch,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,vorwiegend,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,verwertung,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,indessen,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,hass,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,erpressung,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,pech,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,sozialisierung,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,erlangen,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,erweitert,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,ausschreiben,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,bernhard,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,pilz,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,bewus,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,geboten,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,erprobt,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,früchtchen,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,säule,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,suche,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,weitaus,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,erweiterung,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,verantwortungsgefühl,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,gegenüberstehen,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,irreführung,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,beste,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,vienenburg,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,unheilbar,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,samt,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,arbeitsunfähig,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,zustehend,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,abonnement,10,2,37.56,15.14,-22.42,1.6605,Absteiger,7963,2753
1930→1931,frech,24,7,90.14,52.98,-37.16,1.6755,Absteiger,8005,2746
1930→1931,fortschritt,24,7,90.14,52.98,-37.16,1.6755,Absteiger,8005,2746
1930→1931,allerhand,24,7,90.14,52.98,-37.16,1.6755,Absteiger,8005,2746
1930→1931,einkäuf,24,7,90.14,52.98,-37.16,1.6755,Absteiger,8005,2746
1930→1931,aufstellung,24,7,90.14,52.98,-37.16,1.6755,Absteiger,8005,2746
1930→1931,schuldige,24,7,90.14,52.98,-37.16,1.6755,Absteiger,8005,2746
1930→1931,verschweigen,24,7,90.14,52.98,-37.16,1.6755,Absteiger,8005,2746
1930→1931,lassen,846,388,3177.6,2936.61,-240.99,1.6756,Absteiger,8012,2745
1930→1931,prozess,49,17,184.05,128.67,-55.38,1.7077,Absteiger,8013,2744
1930→1931,gelächter,16,4,60.1,30.27,-29.83,1.708,Absteiger,8014,2733
1930→1931,abführen,16,4,60.1,30.27,-29.83,1.708,Absteiger,8014,2733
1930→1931,prozentsatz,16,4,60.1,30.27,-29.83,1.708,Absteiger,8014,2733
1930→1931,seht,16,4,60.1,30.27,-29.83,1.708,Absteiger,8014,2733
1930→1931,aufwandsentschädigung,16,4,60.1,30.27,-29.83,1.708,Absteiger,8014,2733
1930→1931,verstand,16,4,60.1,30.27,-29.83,1.708,Absteiger,8014,2733
1930→1931,ungerecht,16,4,60.1,30.27,-29.83,1.708,Absteiger,8014,2733
1930→1931,zuführen,16,4,60.1,30.27,-29.83,1.708,Absteiger,8014,2733
1930→1931,besinnen,16,4,60.1,30.27,-29.83,1.708,Absteiger,8014,2733
1930→1931,ankündigen,16,4,60.1,30.27,-29.83,1.708,Absteiger,8014,2733
1930→1931,stärken,16,4,60.1,30.27,-29.83,1.708,Absteiger,8014,2733
1930→1931,beweis,105,41,394.38,310.31,-84.07,1.7528,Absteiger,8025,2732
1930→1931,prüfung,37,12,138.97,90.82,-48.15,1.7542,Absteiger,8026,2730
1930→1931,verdanken,37,12,138.97,90.82,-48.15,1.7542,Absteiger,8026,2730
1930→1931,minister,141,57,529.6,431.41,-98.19,1.7557,Absteiger,8028,2729
1930→1931,erblicken,32,10,120.19,75.69,-44.5,1.7573,Absteiger,8029,2728
1930→1931,menschheit,42,14,157.75,105.96,-51.79,1.7696,Absteiger,8030,2725
1930→1931,bestrafen,42,14,157.75,105.96,-51.79,1.7696,Absteiger,8030,2725
1930→1931,küche,42,14,157.75,105.96,-51.79,1.7696,Absteiger,8030,2725
1930→1931,nunmehr,73,27,274.19,204.35,-69.84,1.7779,Absteiger,8033,2724
1930→1931,schule,66,24,247.9,181.65,-66.25,1.7816,Absteiger,8034,2723
1930→1931,projekt,19,5,71.36,37.84,-33.52,1.7857,Absteiger,8035,2712
1930→1931,teilnahme,19,5,71.36,37.84,-33.52,1.7857,Absteiger,8035,2712
1930→1931,ängstlich,19,5,71.36,37.84,-33.52,1.7857,Absteiger,8035,2712
1930→1931,gemeinschaftlich,19,5,71.36,37.84,-33.52,1.7857,Absteiger,8035,2712
1930→1931,entlastung,19,5,71.36,37.84,-33.52,1.7857,Absteiger,8035,2712
1930→1931,alfred,19,5,71.36,37.84,-33.52,1.7857,Absteiger,8035,2712
1930→1931,erzwingen,19,5,71.36,37.84,-33.52,1.7857,Absteiger,8035,2712
1930→1931,reformschuhe,19,5,71.36,37.84,-33.52,1.7857,Absteiger,8035,2712
1930→1931,folgende,19,5,71.36,37.84,-33.52,1.7857,Absteiger,8035,2712
1930→1931,blume,19,5,71.36,37.84,-33.52,1.7857,Absteiger,8035,2712
1930→1931,neuergrabe,19,5,71.36,37.84,-33.52,1.7857,Absteiger,8035,2712
1930→1931,reichsmark,94,36,353.07,272.47,-80.6,1.8136,Absteiger,8046,2711
1930→1931,befinden,137,55,514.58,416.27,-98.31,1.8163,Absteiger,8047,2710
1930→1931,herrenteichstraße,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,entgegensetzen,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,anzugehören,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,verstummen,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,gedankenlos,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,nähren,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,übereinstimmen,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,ihrerseits,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,skizze,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,hineingetragen,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,volksschädlich,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,hemd,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,drosselung,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,disziplinarverfahren,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,mode,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,strafsache,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,bürgerrecht,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,tabaksteuer,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,vereinbar,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,felde,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,ergreifend,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,londoner,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,neugeschaffen,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,unerheblich,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,gleichgültigkeit,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,ergebend,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,freiest,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,inmitten,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,ahnden,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,vermietung,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,aufsteigen,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,verschreiben,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,umwandeln,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,flugzeug,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,revue,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,fertigen,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,offenbarungseid,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,wiedergutmachung,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,klippe,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,schonungslos,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,hundertprozentig,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,stadtwächterpartei,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,beamtenapparat,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,einhalten,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,beförderung,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,maßregel,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,innenministerium,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,reaktion,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,wohlfahrtsempfänger,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,siegerstaate,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,verpassen,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,spaltenlang,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,gegenüberstellung,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,unerfindlich,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,pumpwirtschaft,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,triumph,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,verlauten,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,staatsbürgerlich,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,reserve,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,überbrücken,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,beschwören,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,hebräer,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,unsumme,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,vorstellig,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,totschlagen,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,moratorium,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,unsererseits,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,schlägerei,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,niederlassen,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,ausschneiden,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,berufsbeamtentum,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,entgegengesetzt,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,langfristig,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,regime,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,auftraggeber,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,bäckermeister,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,pressegesetz,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,kalkulation,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,deutschlandlied,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,aufwenden,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,neigung,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,ruder,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,anklageschrift,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,hinwegfegen,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,iburger,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,amtieren,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,sondergleichen,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,intellektuell,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,landratsamt,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,kleingewerbetreibende,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,amen,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,ausschreitung,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,unerwünscht,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,konditorei,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,annehmbar,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,minde,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,armutszeugnis,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,weinend,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,ausarbeiten,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,liebeswerk,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,bezeichnet,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,student,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,herausforderung,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,betreffende,7,1,26.29,7.57,-18.72,1.8205,Absteiger,8048,2606
1930→1931,braun,52,18,195.31,136.23,-59.08,1.833,Absteiger,8152,2603
1930→1931,freude,52,18,195.31,136.23,-59.08,1.833,Absteiger,8152,2603
1930→1931,rathaus,52,18,195.31,136.23,-59.08,1.833,Absteiger,8152,2603
1930→1931,ankauf,22,6,82.63,45.41,-37.22,1.8778,Absteiger,8155,2596
1930→1931,offensichtlich,22,6,82.63,45.41,-37.22,1.8778,Absteiger,8155,2596
1930→1931,anordnen,22,6,82.63,45.41,-37.22,1.8778,Absteiger,8155,2596
1930→1931,allerlei,22,6,82.63,45.41,-37.22,1.8778,Absteiger,8155,2596
1930→1931,wirtschaftslage,22,6,82.63,45.41,-37.22,1.8778,Absteiger,8155,2596
1930→1931,neulich,22,6,82.63,45.41,-37.22,1.8778,Absteiger,8155,2596
1930→1931,weitergehen,22,6,82.63,45.41,-37.22,1.8778,Absteiger,8155,2596
1930→1931,entwickeln,40,13,150.24,98.39,-51.85,1.8801,Absteiger,8162,2594
1930→1931,kollege,40,13,150.24,98.39,-51.85,1.8801,Absteiger,8162,2594
1930→1931,katastrophal,35,11,131.46,83.25,-48.21,1.8809,Absteiger,8164,2592
1930→1931,berechtigen,35,11,131.46,83.25,-48.21,1.8809,Absteiger,8164,2592
1930→1931,beachten,45,15,169.02,113.53,-55.49,1.896,Absteiger,8166,2591
1930→1931,inzwischen,76,28,285.46,211.92,-73.54,1.8964,Absteiger,8167,2589
1930→1931,vorig,76,28,285.46,211.92,-73.54,1.8964,Absteiger,8167,2589
1930→1931,systematisch,30,9,112.68,68.12,-44.56,1.9077,Absteiger,8169,2588
1930→1931,gruppe,62,22,232.87,166.51,-66.36,1.9214,Absteiger,8170,2587
1930→1931,ergebnis,67,24,251.65,181.65,-70.0,1.9713,Absteiger,8171,2586
1930→1931,angeblich,95,36,356.82,272.47,-84.35,1.974,Absteiger,8172,2585
1930→1931,überschreiten,25,7,93.9,52.98,-40.92,1.9788,Absteiger,8173,2577
1930→1931,anführen,25,7,93.9,52.98,-40.92,1.9788,Absteiger,8173,2577
1930→1931,einstimmig,25,7,93.9,52.98,-40.92,1.9788,Absteiger,8173,2577
1930→1931,konto,25,7,93.9,52.98,-40.92,1.9788,Absteiger,8173,2577
1930→1931,irgendwelcher,25,7,93.9,52.98,-40.92,1.9788,Absteiger,8173,2577
1930→1931,unterstellen,25,7,93.9,52.98,-40.92,1.9788,Absteiger,8173,2577
1930→1931,unglücklich,25,7,93.9,52.98,-40.92,1.9788,Absteiger,8173,2577
1930→1931,dollar,25,7,93.9,52.98,-40.92,1.9788,Absteiger,8173,2577
1930→1931,weihnachten,43,14,161.51,105.96,-55.55,2.0061,Absteiger,8181,2574
1930→1931,geschäftsmann,43,14,161.51,105.96,-55.55,2.0061,Absteiger,8181,2574
1930→1931,allzu,43,14,161.51,105.96,-55.55,2.0061,Absteiger,8181,2574
1930→1931,herrschaft,79,29,296.73,219.49,-77.24,2.0155,Absteiger,8184,2573
1930→1931,hälfte,48,16,180.29,121.1,-59.19,2.0225,Absteiger,8185,2572
1930→1931,darstellung,33,10,123.95,75.69,-48.26,2.0267,Absteiger,8186,2571
1930→1931,bisherig,65,23,244.14,174.08,-70.06,2.045,Absteiger,8187,2570
1930→1931,seitens,53,18,199.07,136.23,-62.84,2.0494,Absteiger,8188,2568
1930→1931,schweigen,53,18,199.07,136.23,-62.84,2.0494,Absteiger,8188,2568
1930→1931,intensiv,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,pflichtgemäß,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,städt,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,beleben,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,verarbeitung,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,prinz,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,theodor,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,bankier,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,zweig,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,caroline,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,halbjahr,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,zurückhaltung,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,verbrennen,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,umsatzsteuer,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,bonzentum,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,tarif,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,behördlich,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,zeugen,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,tendenziös,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,nervös,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,tierarzt,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,missstand,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,sensationell,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,unzufriedenheit,14,3,52.58,22.71,-29.87,2.061,Absteiger,8190,2544
1930→1931,entscheiden,77,28,289.21,211.92,-77.29,2.0786,Absteiger,8214,2543
1930→1931,verfolgung,17,4,63.85,30.27,-33.58,2.0797,Absteiger,8215,2537
1930→1931,lasst,17,4,63.85,30.27,-33.58,2.0797,Absteiger,8215,2537
1930→1931,abwehr,17,4,63.85,30.27,-33.58,2.0797,Absteiger,8215,2537
1930→1931,theorie,17,4,63.85,30.27,-33.58,2.0797,Absteiger,8215,2537
1930→1931,wirtschaftspolitik,17,4,63.85,30.27,-33.58,2.0797,Absteiger,8215,2537
1930→1931,geburt,17,4,63.85,30.27,-33.58,2.0797,Absteiger,8215,2537
1930→1931,erhaltung,28,8,105.17,60.55,-44.62,2.0856,Absteiger,8221,2533
1930→1931,fett,28,8,105.17,60.55,-44.62,2.0856,Absteiger,8221,2533
1930→1931,zugehen,28,8,105.17,60.55,-44.62,2.0856,Absteiger,8221,2533
1930→1931,richtigkeit,28,8,105.17,60.55,-44.62,2.0856,Absteiger,8221,2533
1930→1931,krahnstraße,70,25,262.92,189.21,-73.71,2.0939,Absteiger,8225,2532
1930→1931,barnstorf,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,illustration,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,heidnisch,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,verzapfen,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,grenzenlos,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,instinkt,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,bevorstehend,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,ehrenamt,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,rumänien,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,sparmaßnahme,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,balg,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,schwäche,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,nebenan,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,höhnisch,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,ausbeuten,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,anläßlich,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,stündlich,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,gemüt,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,ehrfurcht,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,wohnungsbau,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,hüllen,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,überlegung,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,walther,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
