jahr,dateiname,anker,begriffe,zitat
1929,OCR 11 komplett.txt,Juden,geld,"mit einem größeren Darlehen den Bau erst möglich gemacht habe. Ja, ja, da pumpen die Christen ihre Spargroschen den reichen Juden, damit diese Kulturzwecke verwirklichen und ihr eigenes Geld gewinnbringender verwenden als für jüdische Kulturgebräuche. Und der geldbedürftige Christ des Mittelstandes"
1929,OCR 11 komplett.txt,jüdische,geld,"pumpen die Christen ihre Spargroschen den reichen Juden, damit diese Kulturzwecke verwirklichen und ihr eigenes Geld gewinnbringender verwenden als für jüdische Kulturgebräuche. Und der geldbedürftige Christ des Mittelstandes schleppt seine Geldsorgen weiter. Herr, verzeihe ihnen; denn sie wissen nicht, was sie"
1929,OCR 11 komplett.txt,jüdisches,warenhaus,"Lotterieverwaltung keinen Wert auf die Bestrafung der beiden ungetreuen Beamten legte! Man braucht sich über nichts mehr zu wundern. Ein jüdisches Warenhaus auf der Großenstraße nennt sich in einer Annonce in den hiesigen Blättern „billig und gut“, ferner spricht es von"
1929,OCR 12 korrekt.txt,Jude,finanz,"diese erfolgt ist, das Versehen seiner Volkszugehörigkeit zu seinem Namen, so z. B., damit Sie mich ganz richtig verstehen: der Jude Finanzminister Hilferding, (Zurufe: Unerhört!), Sie finden das unerhört, der Jude Ministerialdirektor Badt, der Jude Reichstagsabgeordneter Bernhard usw. Lokales. In Deutschland"
1929,OCR 12 korrekt.txt,Jude,finanz,"so z. B., damit Sie mich ganz richtig verstehen: der Jude Finanzminister Hilferding, (Zurufe: Unerhört!), Sie finden das unerhört, der Jude Ministerialdirektor Badt, der Jude Reichstagsabgeordneter Bernhard usw. Lokales. In Deutschland platzten im vergangenen Jahre im Monat drei Millionen Wechsel. Täglich"
1929,OCR 12 korrekt.txt,Jude,finanz,"Sie mich ganz richtig verstehen: der Jude Finanzminister Hilferding, (Zurufe: Unerhört!), Sie finden das unerhört, der Jude Ministerialdirektor Badt, der Jude Reichstagsabgeordneter Bernhard usw. Lokales. In Deutschland platzten im vergangenen Jahre im Monat drei Millionen Wechsel. Täglich gehen über 3.000 Wechsel"
1929,OCR 12 korrekt.txt,jüdischen,"geschäft, warenhaus","und nützlich halten. Das Volk darf auch nicht zuviel aufgeklärt werden. Dann gehen die Geschäfte der Großinserenten, d. h. der jüdischen Warenhäuser nicht. Und über den Zusammenhang der Großfinanz mit der Sozialdemokratie brauchen wir uns wohl nicht weiter auszulassen. Zustand in"
1929,OCR 12 korrekt.txt,jüdischen,geld,"Das ist auch das Recht des Staates, wenn er 2 Millionen Tote gehen läßt. Aber daß der Staat durch den jüdischen Arzt Dr. Hilferding Gelder pumpt von denen, die es hundertfach ohne Mühe verdienten und zahlt dafür 10 Prozent – das"
1929,OCR 12 korrekt.txt,jüdische,kapital,Kapitals und der Wirtschaft geworden. Wem zum Nutzen diese Abhängigkeit? Die Inflation haben die Bonzen und ihre Zuhälter für das jüdische Kapital gemacht. Aber dieses mit Steuern belasten – um Gottes willen nicht – und die S. P. D. Führer bekommen
1929,OCR 12 korrekt.txt,Juden,geld,"auf 164 Millionen Mk., der eingelöst werden soll am 1. April 1935 (hört, hört). Nach uns die Sündflut. Wenn die Juden sterben, geben sie dem Toten noch Geld mit. 20 Juden standen um den Sarg des Verstorbenen. 19 gaben ihm je"
1929,OCR 12 korrekt.txt,Juden,geld,"April 1935 (hört, hört). Nach uns die Sündflut. Wenn die Juden sterben, geben sie dem Toten noch Geld mit. 20 Juden standen um den Sarg des Verstorbenen. 19 gaben ihm je 10 Mk., also 190 Mk. mit ins Grab. Nur der"
1929,OCR 12 korrekt.txt,jüdisches,geld,"in Zukunft kaum noch das Reichsbanner anführen. Sie haben vom Hause Juda den Dank für treue Dienste bereits erhalten. Ohne jüdisches Geld ginge das Reichsbanner morgen in die Brüche. Die Leute wissen ja gar nicht, was sie machen und sehen die"
1929,OCR 13 Korrekt.txt,Juden,geschäft,"Gewähr. Geschäftsstelle: Osnabrück, Große Straße 66. Postscheckkonto Hannover 70 800. Telefon Nr. 6607. Youngplan und Deutschlands Versklavung mit Hilfe der Juden. Der Urheber des auf der Pariser Konferenz angenommenen Planes ist ein amerikanisch-chinesischer Bastard, namens Owen Young, der das Gutachten des"
1929,OCR 13 Korrekt.txt,jüdische,geschäft,"die Geschäftsstelle, Große Straße 66. Das Fortnehmen von Zeitungen von den Treppen, Fluren usw. wird als Diebstahl schwer bestraft. Eine jüdische Falschmeldung Die „Osnabrücker Zeitung“ brachte unter dem 30. Juni 1929 folgende Notiz: Ehrung eines Osnabrücker Künstlers Felix Nußbaum, der junge"
1929,OCR 13 Korrekt.txt,jüdische,kapital,"und brotlos mit Hilfe dieser Regierung. Dann mögen diese auswandern nach Südamerika oder nach Sibirien als billige Arbeitskräfte für das jüdische Kapital. Dagegen geht unser Kampf in brutalster Form. Ruhe und Ordnung ist die Sehnsucht derer, die an einer vollbesetzten Tafel"
1929,OCR 14 korrekt.txt,jüdischen,kapital,"leicht würde man sonst zu der Auffassung kommen können, daß Schweigen ein Zugeständnis der Schuld sei. Massenelend als Folge des jüdischen Kapitalismus An Stelle sozialen Ausgleichs und Besserung der kulturellen Lebenshaltung der arbeitenden Volksschichten tritt die Verschärfung der Gegensätze zwischen Arm"
1929,OCR 14 korrekt.txt,Juden,warenhaus,"Bündnis zwischen Warenhaus und sog. Beamtenwirtschaftsorganisation dem leidungsbetroffenen Verein und Kasten die Lehre ist: Organisation tut not! Luther über die Juden. Aus Dr. Martin Luthers „sämtliche Werke“. Polemische Schriften, 31. Abteilung, Seite 90. Sie sind die rechten Lügner und Bluthunde, die"
1929,OCR 14 korrekt.txt,Jude,wucher,"Dieb 10 Gulden stiehlet, so muß er hängen, raubet er auf der Straße, so ist sein Kopf verloren. Aber ein Jude, wenn er 10 Tonnen Goldes stiehlet, und raubet durch seinen Wucher, so ist er lieber denn Gott selbst. Möcht jemand"
1929,OCR 14 korrekt.txt,Juden,geld,"eigenen Gut, Schweiß und Arbeit, fluchen darnach uns zu Lohn und zu Dank. Seite 408. Ich höre sagen, daß die Juden große Summen Geldes geben, und damit den Herrschaften nütze sind. Davon geben sie es? Nicht von dem Ihren, sondern von"
1929,OCR 14 korrekt.txt,Juden,"geld, wucher","von dem Ihren, sondern von der Herrschaft und Untertanen Güter, welche sie durch Wucher stehlen und rauben. Sollten die verzweifelten Juden des nicht in die Faust lachen, daß wir uns so schändlich äffen lassen, und all unser Geld geben, daß sie"
1929,OCR 14 korrekt.txt,Juden,wucher,"leibhaftiger Teufel. Seite 12: Dazu sitzen die Fürsten und Herren, und gähnen und haben das Maul offen und lassen die Juden nehmen, was sie wollen, das ist, sie lassen sich selbst und ihre Untertanen durch der Juden Wucher schinden und aussaugen"
1929,OCR 14 korrekt.txt,Juden,"geld, wucher","offen und lassen die Juden nehmen, was sie wollen, das ist, sie lassen sich selbst und ihre Untertanen durch der Juden Wucher schinden und aussaugen und sich mit ihrem eigenen Gelde sich zu Bettlern machen. Seite 193: Sage mir, wieviel kann"
1929,OCR 14 korrekt.txt,Juden,kaufen,"rufen doch: Die Christenweiber. Und diese glauben, daß ihnen die Juden etwas schenken? Zu einer Niederlage des Stadtwächters sind zwei Juden gekommen und erklärten, sie würden selbst keine Einkäufe mehr machen, wenn nicht usw. Gehet hin und tut desgleichen! Christen kaufen"
1929,OCR 14 korrekt.txt,jüdische,"geschäft, kaufen","tut desgleichen! Christen kaufen bei Christen. Christliche Männer, schickt Eure Frauen in die christlichen Geschäfte! Helft Euren Volksgenossen. Verhütet die jüdische Versklaverei Eurer Kinder! Die ganze Stadt ist über den Umbau empört. In einer Zeit, da ein christliches Geschäft nach dem"
1929,OCR 14 korrekt.txt,jüdischen,geschäft,"seinen Vorteil? Der Jude, und niemand anders. Werden die Dummen alle oder doch weniger? Einige Dutzend Abzahlungsgeschäfte, fast ausschließlich in jüdischen Händen, suchen in Osnabrück Dumme und finden sie anscheinend auch, denn sonst wäre es nicht möglich, daß diese Geschäfte die"
1929,OCR 14 korrekt.txt,jüdisches,kapital,"noch nie etwas geleistet und noch nie ernstlich gearbeitet haben. Herrn Sch., Haste: Daß trotz der judengegnerischen Haltung des „Stadt-Wächters“ jüdisches Kapital hinter ihm stände, ist eine pure Verleumdung. Der „Stadt-Wächter“ ist vollkommen unabhängig und durchaus national. Er kämpft bewußt gegen"
1929,OCR 15 korrekt.txt,Jude,wucher,"Juden und beim Raben ist alles Baden [sic, vermutl. Bitten] umsonst!“ Altes Sprichwort. Wir haben zahllose Belege dafür, daß der Jude schon im frühen Mittelalter seine Wucherlunte erbarmungslos ins deutsche Volk geworfen hat, bis dieses endlich stark genug war, dieses fremde"
1929,OCR 15 korrekt.txt,Juden,geld,"Jahre lang kein Judenfuß seinen Boden betreten durfte. Um so trauriger war die Geldgier seiner Erzbischöfe, um derentwillen sie die Juden stets in Schutz nahmen. Wie ein blutiges Menetekel muß diese Kölner Bartholomäus-Nacht den Juden heute vor Augen stehen und ihn"
1929,OCR 15 korrekt.txt,Juden,kapital,"Erbzins warfen sie etwa 1600 Mark ab, an Kapital stellten sie einen Wert von 40 000 Mark dar. Die Kölner Juden haben keine schlimmere Rache als die von 1349 gekannt, aber ihre gegenwärtige Volksausplünderung ist auf dem besten Wege, eine noch"
1929,OCR 15 korrekt.txt,Juden,geld,"Historiker wie Dr. Ennen schreibt: „Unter der schirmenden Hand des Rates und des Erzbischofs (!) stieg die Geldmacht der Kölner Juden bald zu gefährlicher Höhe.“ Da der Jude die Volkswut fürchtete, ließ er sein Viertel mit starken hölzernen Toren versehen. Eines"
1929,OCR 15 korrekt.txt,Jude,geld,"schirmenden Hand des Rates und des Erzbischofs (!) stieg die Geldmacht der Kölner Juden bald zu gefährlicher Höhe.“ Da der Jude die Volkswut fürchtete, ließ er sein Viertel mit starken hölzernen Toren versehen. Eines war am Eingang der Judengasse, ein anderes"
1929,OCR 15 korrekt.txt,Juden,geld,"seiner Stadtgeschichte mitteilt, waren beim Tode des Erzbischofs Heinrich (1332) erst drei Jahre von der zehnjährigen Frist abgelaufen, die den Juden bewilligt war. Walram, Heinrichs Nachfolger, erklärte sich in seiner chronischen Geldverlegenheit gerne bereit, gegen klingende Münze den von seinem Vorgänger"
1929,OCR 15 korrekt.txt,jüdische,kapital,"Jude. Falscher Tritt, falscher Tritt in der ganzen Republik. Am 1. Mai, als die Kommunistenunruhen in Berlin ausbrachen, reiste der jüdische Polizeivizepräsident Dr. Weiß ins Riesengebirge. Ist das nicht bezeichnend? In Berlin bleiben alle Kapitalverbrechen, ganz gleich, ob politische Morde oder"
1929,OCR 15 korrekt.txt,Juden,finanz,"verfuttert werden müsse?“ Ja, dem brauchen wir nichts hinzufügen. Die Sozialdemokratie hatte großtuend angekündigt, daß der Reparationsagent die Finanzkünste des Juden und deutschen Reichsfinanzministers Hilferding in Grund und Boden verdamme. Dr. Breitscheid war in großer Erregung und verstieg sich zu allerhand"
1929,OCR 15 korrekt.txt,Juden,kaufen,"diese Kundgebung gewonnen worden. Wie es die Juden machen! Zu einem Papierwarenhändler, der eine Niederlage des „Stadt-Wächters“ hatte, kommen 2 Juden und erklärten, sie würden bei ihm nicht weiterkaufen, wenn er den Verkauf des „Stadt-Wächters“ weiter betriebe. Der Christ kapitulierte natürlich."
1929,OCR 15 korrekt.txt,Juden,kaufen,"er den Verkauf des „Stadt-Wächters“ weiter betriebe. Der Christ kapitulierte natürlich. Wenn die Christen 6 Monate so handelten, wie die Juden, wären die Juden sämtlich zum Teufel. Der Christ gehe zum Christen und mache bei ihm seine Einkäufe. Handelt er anders,"
1929,OCR 17. Ausgabe korrekt.txt,jüdische,finanz,"in Form einer Reparationsbank, schon jetzt unverblümt in allen Berichten als Weltbank bezeichnet, in der bereits vor Monaten die Berliner jüdische Asphaltpresse „das wirtschaftliche Paneuropa“ begrüßte. Der Finanzdiktator und Abgeordnete der Wallstreet, der Jude J. P. Morgan, hielt sich schon während"
1929,OCR 17. Ausgabe korrekt.txt,Jude,finanz,"in der bereits vor Monaten die Berliner jüdische Asphaltpresse „das wirtschaftliche Paneuropa“ begrüßte. Der Finanzdiktator und Abgeordnete der Wallstreet, der Jude J. P. Morgan, hielt sich schon während der Vorverhandlungen der Delegierten sprungbereit in London auf, es seinem Pariser Gewährsmann, dem"
1929,OCR 17. Ausgabe korrekt.txt,jüdischen,finanz,"Du noch nicht, wie man Dir das Fell bis zum letzten über die Ohren zieht!? Nun ja, dem Drohen der jüdischen Finanz, im Verein mit den eigenartigen Bemühungen Stresemanns, ist es gelungen, die „Entente cordiale“ wiederherzustellen. Die anwesenden Deutschen und deutschen"
1929,OCR 17. Ausgabe korrekt.txt,jüdischen,"geschäft, geld, warenhaus","Millionen Mark wurde abgeschrieben. Der Brutto-Gewinn betrug 83,92 Millionen Mark gegen 75,78 Millionen Mark im Vorjahre. Trotz allgemeiner Not, die jüdischen Warenhäuser schwimmen im Geld! Bei uns ist der Jude Alsberg auch eifrig am Bauen. Dabei geht ein christliches Geschäft nach"
1929,OCR 17. Ausgabe korrekt.txt,Jude,"geschäft, geld, warenhaus","Mark gegen 75,78 Millionen Mark im Vorjahre. Trotz allgemeiner Not, die jüdischen Warenhäuser schwimmen im Geld! Bei uns ist der Jude Alsberg auch eifrig am Bauen. Dabei geht ein christliches Geschäft nach dem andern pleite oder verschwindet, weil die Christen in"
1929,OCR 17. Ausgabe korrekt.txt,Juden,"geschäft, geld","geht ein christliches Geschäft nach dem andern pleite oder verschwindet, weil die Christen in ihrer Verblendung meinen, sie bekämen vom Juden was geschenkt. So morden die Christen sich selber, indem sie den Juden das Geld hintragen. Der wissenschaftliche Beirat der Deutschen"
1929,OCR 17. Ausgabe korrekt.txt,Juden,"geld, bank","Christen in ihrer Verblendung meinen, sie bekämen vom Juden was geschenkt. So morden die Christen sich selber, indem sie den Juden das Geld hintragen. Der wissenschaftliche Beirat der Deutschen Bank ist seit einiger Zeit der Ostjude Dr. Melchior Palyi aus Budapest,"
1929,OCR 17. Ausgabe korrekt.txt,Jude,geschäft,"heiraten zu können, mußte er katholisch werden, und wer tut wohl nicht alles, wenn er machen kann ein Geschäft, der Jude, ja. So ging er denn, ich glaube 4 Wochen in die Lehre zu einem katholischen Geistlichen; er wurde getauft und"
1929,OCR 18. Ausgabe korrekt.txt,Juden,warenhaus,"viele Personen im Warenhaus und bei Filialen der Konzernbetriebe, die bei jeder Gelegenheit über das internationale Großkapital und über die Juden schimpfen? Den Juden deshalb zu hassen, weil er Jude ist, entspricht nicht der christlichen Religion; aber das jüdische Großkapital durch"
1929,OCR 18. Ausgabe korrekt.txt,Juden,warenhaus,"Warenhaus und bei Filialen der Konzernbetriebe, die bei jeder Gelegenheit über das internationale Großkapital und über die Juden schimpfen? Den Juden deshalb zu hassen, weil er Jude ist, entspricht nicht der christlichen Religion; aber das jüdische Großkapital durch den Einkauf in"
1929,OCR 18. Ausgabe korrekt.txt,Jude,warenhaus,"die bei jeder Gelegenheit über das internationale Großkapital und über die Juden schimpfen? Den Juden deshalb zu hassen, weil er Jude ist, entspricht nicht der christlichen Religion; aber das jüdische Großkapital durch den Einkauf in Warenhäusern zu unterstützen, ist von den"
1929,OCR 18. Ausgabe korrekt.txt,jüdische,"geschäft, warenhaus","über die Juden schimpfen? Den Juden deshalb zu hassen, weil er Jude ist, entspricht nicht der christlichen Religion; aber das jüdische Großkapital durch den Einkauf in Warenhäusern zu unterstützen, ist von den Christen eine Torheit, weil damit die christlichen Geschäftsleute verarmen,"
1929,OCR 18. Ausgabe korrekt.txt,Juden,kapital,"Stand setzt, im Wirtschaftsleben und im öffentlichen Leben vorwärts zu kommen, weil dadurch das internationale Kapital und die Vormachtstellung der Juden in unheilvoller Weise gestärkt wird. Schon heute wird stark geklagt, daß die Not der älteren Angestellten immer ärger wird. Was"
1929,OCR 18. Ausgabe korrekt.txt,Juden,kaufen,"8., vormittags 10 Uhr im Büro ohne Unterschrift in verschlossenem Umschlag abgegeben werden. Unsere Antwort ist: Der Christ bleibe vom Juden weg. Dann sind alle Fragen und Antworten überflüssig, dann wird auch keine Kundin zum Kauf sozusagen gepreßt. Die Fa. hat's"
1929,OCR 19. Ausgabe korrekt.txt,jüdische,geld,"gesunken ist, sein Arbeiten bezweckt ja nur die Aufrechterhaltung der nötigsten Lebensbedürfnisse. Idealismus und Berufstraditionen werden über Bord geworfen, die jüdische Geldgier sorgt für eine Herabwürdigung aller Interessen, sorgt für eine Volkverseuchung, die bei einem Volk, wie dem deutschen, das jeden"
1929,OCR 19. Ausgabe korrekt.txt,Juden,kaufen,"sollen kaufen, was ich Ihnen empfehlen muß. Wenn Sie erst Zeit zum Ueberlegen haben, kommen Sie doch nie wieder zum Juden. 2. Das hat doch keinen Zweck, mehr als bei uns können Sie auch bei einem andern Juden nicht angeschmiert werden."
1929,OCR 19. Ausgabe korrekt.txt,Juden,kaufen,"nie wieder zum Juden. 2. Das hat doch keinen Zweck, mehr als bei uns können Sie auch bei einem andern Juden nicht angeschmiert werden. 3. Schadet nichts. Mit einem Aufschlag von 50 Prozent verkaufen wir auch auf Stottern, (d. h. auf"
1929,OCR 19. Ausgabe korrekt.txt,Juden,"geld, kaufen, warenhaus","Geld ruhig hier. 4. Ist nutzlos. Ihr Mann ist eben gerade so doof wie Sie, wenn er Ihnen gestattet, beim Juden zu kaufen. 5. Solch dunkle Farbe, wie Sie im Kopfe haben, finden Sie in keinem Warenhaus der Welt. 6. Wie"
1929,OCR 19. Ausgabe korrekt.txt,Juden,kaufen,"abgestempelten richtigen Parteibuch. 7. Sie haben doch sowieso keine Ueberlegung, auch wenn Sie nicht müde sind. Würden Sie sonst beim Juden kaufen wollen? 8. Selbstverständlich, was wirklich gefällt, ist beim Juden immer teurer als anderswo, aber warum wollen Sie auch ausgerechnet"
1929,OCR 19. Ausgabe korrekt.txt,Juden,kaufen,"auch wenn Sie nicht müde sind. Würden Sie sonst beim Juden kaufen wollen? 8. Selbstverständlich, was wirklich gefällt, ist beim Juden immer teurer als anderswo, aber warum wollen Sie auch ausgerechnet das bei uns kaufen, was Ihnen gefällt. Dann haben Sie"
1929,OCR 19. Ausgabe korrekt.txt,Juden,kaufen,"nicht, gerade deshalb wollen wir sie Ihnen doch verkaufen. 10. Bevor sie nicht unmodern wird oder Fehler hat, wird beim Juden die Ware überhaupt nicht billig, das sehen Sie doch an jedem Ausverkauf. 11. Ich freue mich. Je größer die Anzahl"
1929,OCR 19. Ausgabe korrekt.txt,Juden,finanz,"Der andre Meier widerspricht, Was schon beinah die Freundschaft bricht. Und um schnell wieder einzulenken, Spricht man dann von der Juden Ränken, Wie Hilferding und auch der Schacht Wohl innerlich das Volk verlacht; Auch vom Finanzamt, seinen Schrecken, Der SPD. und"
1929,OCR 19. Ausgabe.txt,Juden,geschäft,"m. b. H. PAGE 4 Seite 4 / Der Stadt-Wächter Osnabrück, den 4. Mai 1930 Unser Dienst am Volke! Allen Juden und Judenfreunden empfehlen wir folgende jüdische Geschäfte: Name Straße Name Straße Mosbach Große Str. Nieporent Große Str. Alsberg Große Str."
1929,OCR 19. Ausgabe.txt,jüdische,geschäft,"4 / Der Stadt-Wächter Osnabrück, den 4. Mai 1930 Unser Dienst am Volke! Allen Juden und Judenfreunden empfehlen wir folgende jüdische Geschäfte: Name Straße Name Straße Mosbach Große Str. Nieporent Große Str. Alsberg Große Str. Buchdahl Hasestr. Blank Große Str. Cantor"
1929,OCR 19. Ausgabe.txt,jüdischen,warenhaus,"getroffen wird, erkennt man schon allein aus der Tatsache, daß sich sämtliche europäischen Konzerne, das heißt, die ganze Internationale der jüdischen Warenhäuser, einmütig zusammenschließen. Wie wir aus zuverlässiger Quelle erfahren, liegen schon feste Vereinbarungen zwischen allen deutschen und europäischen Konzernen vor,"
1930,OCR 2. Ausgabe 1930.txt,Juden,"kaufen, warenhaus","christlichen Spezialgeschäften! Nur so unterstützt man heimisches Handwerk, Handel und Gewerbe; nur so erhält man den ordentlichen Staat! Wer beim Juden kauft, begeht Verrat am deutschen Mittelstand. Inventur-Ausverkäufe Die Warenhäuser und Juden-Bazare sind in diesen Tagen wieder schwer „am Gange“. Sie"
1930,OCR 2. Ausgabe 1930.txt,Jude,"geschäft, kaufen","vor allem Modeartikel ermäßigt an. Ein Gewinn kann sich bei reeller Handhabung damit nicht verbinden. Wiederum jedoch hat es der Jude im Laufe der Jahre verstanden, die gesetzlichen Vorschriften des Inventur-Ausverkaufs geschickt zu umgehen. Heute ist das eine seiner gewinnbringendsten Geschäftszeiten."
1930,OCR 2. Ausgabe 1930.txt,Juden,kaufen,"sich ausschließlich mit der Anfertigung von Waren beschäftigen, die bei den Inventur-Verkäufen, Weißen Wochen usw. verkauft werden sollen und vom Juden auch lediglich zu diesem Zweck eingekauft werden. Darum, deutsche Frauen, auch anlässlich der Inventur-Ausverkäufe lasst Euch nicht narren! Besucht die"
1930,OCR 2. Ausgabe 1930.txt,Juden,geschäft,"narren! Besucht die christlichen Geschäfte, Ihr ersteht dort tatsächlich für das Vorjahr eingekaufte Ware, die nunmehr ermäßigt abgesetzt wird. Beim Juden erhaltet Ihr in neun von zehn Fällen Waren, die nie mehr gekostet haben als jetzt auch. Lasst Euch nicht narren"
1930,OCR 2. Ausgabe 1930.txt,jüdischen,kaufen,"gekostet haben als jetzt auch. Lasst Euch nicht narren durch die paar Lockartikel. Seid Ihr erst in den Händen des jüdischen Empfangschefs, nehmt Ihr bestimmt etwas Anderes mit nach Hause, als Ihr ursprünglich kaufen wolltet. LESERBRIEFE & MEINUNGEN („Was die Leser"
1930,OCR 2. Ausgabe 1930.txt,jüdische,geschäft,"um 10%. 8-gespaltene Millimeterzeile nur noch 9 R-Pfennige. ● Kleine Anzeige: Überschriftswort 15 Pf, Textwort 8 Pf. ● Hetze gegen jüdische Geschäfte: ""Den Juden meiden Sie totsicher, wenn Sie Ihre Einkäufe bei unseren Inserenten machen!"" / ""1. Gebot: Nie beim Juden"
1930,OCR 2. Ausgabe 1930.txt,Juden,"geschäft, kaufen","Millimeterzeile nur noch 9 R-Pfennige. ● Kleine Anzeige: Überschriftswort 15 Pf, Textwort 8 Pf. ● Hetze gegen jüdische Geschäfte: ""Den Juden meiden Sie totsicher, wenn Sie Ihre Einkäufe bei unseren Inserenten machen!"" / ""1. Gebot: Nie beim Juden kaufen! ... 3.-10."
1930,OCR 2. Ausgabe 1930.txt,Juden,"geschäft, kaufen","jüdische Geschäfte: ""Den Juden meiden Sie totsicher, wenn Sie Ihre Einkäufe bei unseren Inserenten machen!"" / ""1. Gebot: Nie beim Juden kaufen! ... 3.-10. Gebot: Unter keinen Umständen beim Juden kaufen!"""
1930,OCR 2. Ausgabe 1930.txt,Juden,kaufen,"Ihre Einkäufe bei unseren Inserenten machen!"" / ""1. Gebot: Nie beim Juden kaufen! ... 3.-10. Gebot: Unter keinen Umständen beim Juden kaufen!"""
1929,OCR 20. Ausgabe.txt,jüdische,"geschäft, geld","Stelle übernehmen wir keine Gewähr. Geschäftsstelle: Osnabrück, Großestraße 66. Postscheckkonto: Hannover 70399. – Telefon Nr. 6607. Unsere Geldnot – eine jüdische Mache. Skandal um die Hase. / Notschrei des deutschen Volkes. Die Geldnot eine jüdische Mache. Die Klagen aus deutschen Geschäftskreisen"
1929,OCR 20. Ausgabe.txt,jüdische,"geschäft, geld","Nr. 6607. Unsere Geldnot – eine jüdische Mache. Skandal um die Hase. / Notschrei des deutschen Volkes. Die Geldnot eine jüdische Mache. Die Klagen aus deutschen Geschäftskreisen über die Geldnot mehren sich. Sie beweisen, daß selbst unsere alten, erfahrenen Geschäftsleute vom"
1929,OCR 20. Ausgabe.txt,Juden,geld,"werden, um ihre Notlage bis zur Ernte so zu steigern, daß sie gezwungen sind, ihre Erzeugnisse, Getreide, Kartoffeln usw. den Juden und ihren Aufkäufern so billig zu liefern, daß sie kaum die Gestehungskosten decken. Der Geldmangel wird also nur für unsere"
1929,OCR 20. Ausgabe.txt,Juden,geld,"daß sie kaum die Gestehungskosten decken. Der Geldmangel wird also nur für unsere deutschen Mittelstandskreise vorsätzlich und bewußt herbeigeführt. Die Juden kennen ihn nicht, haben im Gegenteil zu jeder Zeit mehr bare Mittel zur Verfügung, als sie brauchen können. Gerade in"
1929,OCR 20. Ausgabe.txt,jüdischen,"geschäft, geld, kaufen","zur Verfügung, als sie brauchen können. Gerade in den Zeiten, in denen der deutsche Geschäftsmann über Geldnot klagt, schießen die jüdischen Abzahlungsgeschäfte wie Pilze aus der Erde und verkaufen alles, was sich überhaupt zum Handel eignet, ohne jede Anzahlung bei kleinsten"
1929,OCR 20. Ausgabe.txt,Juden,geld,"Sie haben bares Geld genug und jederzeit zur Verfügung. Der Weg, die Geldmittel dem deutschen Mittelstand zu entziehen und dem Juden zuzuleiten, ist einfach, jahrelang erprobt und hat sich bestens bewährt. Er führt über die Reichsbank. Alle Staatseinnahmen, Zölle und Abgaben,"
1929,OCR 20. Ausgabe.txt,jüdische,geschäft,"1100 Millionen Mark) in den Verkehr und in die Wirtschaft zu leiten hat. Nun ist aber diese Reichsbank eine rein jüdische Aktiengesellschaft mit einem deutschen Direktorium. Der Staat hat lediglich einige, nur formale, nebensächliche Rechte! Die Geschäftsführung bestimmt also nicht der"
1929,OCR 20. Ausgabe.txt,jüdische,"geschäft, bank","Geschäftsführung bestimmt also nicht der Staat und auch nicht das dem Namen nach deutsche Direktorium, sondern einzig und allein der jüdische Aufsichtsrat. Nun sitzen in diesem Aufsichtsrat die Vertreter unserer größten jüdischen Banken, der sogenannten D-Banken, nämlich der Darmstädter und Nationalbank,"
1929,OCR 20. Ausgabe.txt,jüdischen,bank,"Namen nach deutsche Direktorium, sondern einzig und allein der jüdische Aufsichtsrat. Nun sitzen in diesem Aufsichtsrat die Vertreter unserer größten jüdischen Banken, der sogenannten D-Banken, nämlich der Darmstädter und Nationalbank, der sogenannten Danat-Bank, Dresdner Bank, Deutsche Bank, und der Discontogesellschaft neben"
1929,OCR 20. Ausgabe.txt,jüdischen,bank,"nämlich der Darmstädter und Nationalbank, der sogenannten Danat-Bank, Dresdner Bank, Deutsche Bank, und der Discontogesellschaft neben einer Reihe Vertreter kleinerer jüdischen Banken. Diese Herren bestimmen, auf welchem Wege die Reichseinnahmen der Wirtschaft wieder zufließen sollen und leiten sie natürlich fast ausschließlich"
1929,OCR 20. Ausgabe.txt,jüdischen,bank,"auf welchem Wege die Reichseinnahmen der Wirtschaft wieder zufließen sollen und leiten sie natürlich fast ausschließlich über die ihnen gehörenden jüdischen Banken, die sie dann erst durch ihre Filialen in allen größeren und kleineren Städten der Wirtschaft wieder zuführen. Es ist"
1929,OCR 20. Ausgabe.txt,Juden,"geschäft, geld, zins","selbstverständlich, daß in erster Linie ihre jüdischen Rassegenossen bei der Zuteilung berücksichtigt werden und erst dann, wenn der Bedarf der Juden voll gedeckt ist, werden die übrig gebliebenen Gelder den andern Geschäftsleuten zugeteilt, natürlich gegen unvernünftig hohe Zinsen, die kein Jude"
1929,OCR 20. Ausgabe.txt,Jude,"geschäft, geld, zins","Juden voll gedeckt ist, werden die übrig gebliebenen Gelder den andern Geschäftsleuten zugeteilt, natürlich gegen unvernünftig hohe Zinsen, die kein Jude zu bezahlen braucht und auch nicht bezahlen würde. Es ergibt sich also gerade dann, wenn die Juden eine erhöhte Geschäftstätigkeit"
1929,OCR 20. Ausgabe.txt,Juden,"geschäft, geld, zins","Zinsen, die kein Jude zu bezahlen braucht und auch nicht bezahlen würde. Es ergibt sich also gerade dann, wenn die Juden eine erhöhte Geschäftstätigkeit planen und darum mehr Geld in Anspruch nehmen, das dem Eingeweihten bekannte Bild, daß die deutschen Geschäftsleute"
